"especie","key"
"Trichomycterus caudofasciatus",2343185
"Trichomycterus gasparinii",7945998
"Trichomycterus giganteus",2343152
"Trichomycterus immaculatus",2343068
"Trichomycterus itacambirussu",2343067
"Trichomycterus jequitinhonhae",2343012
"Trichomycterus longibarbatus",2343128
"Trichomycterus mimosensis",8256499
"Trichomycterus pantherinus",2343062
"Trichomycterus pauciradiatus",2343173
"Trichomycterus payaya",6168016
"Trichomycterus pradensis",2343100
"Trichomycterus sp.",0
"Trichomycterus tete",6168002
"Trinectes microphthalmus",2408250
"Trinectes paulistanus",2408264
"Triportheus angulatus",2353244
"Triportheus elongatus",2353274
"Triportheus guentheri",2353266
"Triportheus sp.",0
"Tylosurus acus",4286156
"Uaru sp.",0
"Ulaema lefroyi",2369493
"Umbrina coroides",2399667
"Umbrina sp.",0
"Upeneus parvus",2396783
"Uraspis secunda",2391355
"Urophycis brasiliensis",2415728
"Vandellia cirrhosa",5202897
"Wertheimeria maculata",2344005
"Xiphophorus maculatus",2350164
"Xiphophorus sp.",0
"Xyrichtys sp.",0
"Zapteryx brevirostris",2418982
