"DATAREG";"EXTNO";"CODIGO BARRA";"REGISTRO";"GRUPO";"FAMILIA";"GENERO";"ESPECIE";"AUTOR";"INFRAESPEC";"RANKINFRA";"AUTORINFRA";"ORIGEM_NR";"HERBARIO";"DET";"QUALIFIC";"DATADET";"PAIS";"ESTADO";"MUNICIPIO";"LATGRAU";"LATMIN";"LATSEG";"LATDIREC";"LONGGRAU";"LONGMIN";"LONGSEG";"LONGDIREC";"X__1";"LOCALIDADE";"COORDENADA-OBS";"ALTITUDE";"ALTMAIOR";"HABITAT";"VEGETACAO";"COLETOR";"OUTROSCOL";"NUMCOLETOR";"CODIGOCOL";"DATACOL";"DIA";"MES";"ANO";"OBSCOL";"FENOFASE";"NUMDUPLS";"DESTINO";"LEMBRETE";"ANOEMPRESTIMO";"EMPRESTIMO";"NRPARTES";"EM";"PARA";"A_CUIDADOS";"DEVOLUCAO";"OBS";"REMESSA";"vazio";"COLEÇÃO";"TIPIFICAÇÃO";"JR";"PARQUE";"INVENTÁRIO 2001";"INVENTÁRIO";"C EPÍFITAS";"DISTRIBUIÇÃO DE DUPLICATAS";"SUSPEITO-CRIA";"LOCALIDADE DETALHADA";"DUPLICATA DE";"INVENTÁRIO 2010";"INVENTÁRIO 2010 OBS";"INVENTÁRIO 2010 LOCALIZADO"
NA;NA;"MBML00005727";4146;"AD";"ACANTHACEAE";"Aphelandra";"margaritae";"E.Morren";NA;NA;NA;NA;NA;NA;NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;57;12;"S";40;33;10;"W";NA;"Penha";"Google Earth - aproximação pela localidade próxima";NA;NA;NA;NA;"W. A. Hoffmann";NA;22;"HOFFMANN, 22";NA;10;4;1984;"Arbustinho de +/- 40cm, flor vermelha, solo barro escuro, altitude de +/- 800m.";NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-23;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
NA;NA;"MBML00005741";8941;"AD";"ACANTHACEAE";"Aphelandra";"margaritae";"E.Morren";NA;NA;NA;NA;NA;"L. Kollmann/05-12-2001";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;55;52;"S";40;41;1;"W";NA;"São Lourenço, Mata Fria";"Google Earth - aproximação pelo local da coleta";NA;NA;NA;NA;"L. Kollmann";"E. Bausen & W. Pizziolo";832;NA;NA;28;10;1998;"Mata de encosta. Planta 30cm na sombra. Flores roxas por baixo, listas claras na parte superior. Flores laranjas.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-23;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
NA;NA;"MBML00005734";9223;"AD";"ACANTHACEAE";"Aphelandra";"margaritae";"E.Morren";NA;NA;NA;NA;NA;"D.C. Wasshausen/Março-2002";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;58;17;"S";40;31;49;"W";NA;"Estação Biológica de Santa Lúcia";"Google Earth - Centro  geográfico da UC";NA;NA;NA;NA;"L. Kollmann";"E. Bausen & W. Pizziolo";1419;NA;NA;22;12;1998;"Planta 1m. Flores laranjas.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-23;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
NA;NA;"MBML00005744";9482;"AD";"ACANTHACEAE";"Aphelandra";"margaritae";"E.Morren";NA;NA;NA;NA;NA;"L. Kollmann/05-12-2001";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;58;23;"S";40;35;38;"W";NA;"Aparecidinha";"Google Earth - aproximação pela localidade próxima";NA;NA;NA;NA;"L. Kollmann";"E. Bausen & W. Pizziolo";1739;NA;NA;28;1;1999;"Planta de 30cm. Flores laranjas.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-23;NA;NA;"RB";NA;NA;NA;2010-08-17;NA;TRUE
NA;NA;"MBML00005736";9862;"AD";"ACANTHACEAE";"Aphelandra";"margaritae";"E.Morren";NA;NA;NA;NA;NA;"S. Profice";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;58;17;"S";40;31;49;"W";NA;"Estação Biológica de Santa Lúcia";"Google Earth - Centro  geográfico da UC";NA;NA;NA;NA;"Cintia C. Chamas";NA;11;NA;NA;NA;NA;1993;"Folha verde com riscos brancos. Bráctea floral verde, flor laranja, sombra, serrapilheira.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-23;NA;NA;"RB";NA;NA;NA;2010-08-17;NA;TRUE
"11/02/2000";NA;"MBML00005749";11442;"AD";"ACANTHACEAE";"Aphelandra";"margaritae";"E.Morren";NA;NA;NA;NA;NA;"L. Kollmann/05-12-2001";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;55;52;"S";40;41;60;"W";NA;"Mata Fria";"Google Earth - aproximação pelo local da coleta";NA;NA;NA;NA;"V. Demuner";"et al";529;NA;NA;13;1;2000;"Herbácea 30cm, flores laranjadas, folha bicolor, face dorsal rosada, face ventral de cor verde, com listras branca.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;2002-05-24;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"01/03/2000";NA;"MBML00005739";11961;"AD";"ACANTHACEAE";"Aphelandra";"margaritae";"E.Morren";NA;NA;NA;NA;NA;NA;NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;58;17;"S";40;31;49;"W";NA;"Estação Biológica de Santa Lúcia";"Google Earth - Centro  geográfico da UC";NA;NA;NA;NA;"Cintia C. Chamas";"et al";129;NA;NA;19;3;1994;"Folha verde com riscos brancos, bractea floral verdes, flor laranja, sombra, serrapilheira.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;2002-05-24;NA;NA;"RB";NA;NA;NA;2010-08-17;NA;TRUE
"05/05/2000";NA;"MBML00005747";12436;"AD";"ACANTHACEAE";"Aphelandra";"margaritae";"E.Morren";NA;NA;NA;NA;NA;"L. Kollmann/05-12-2001";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;58;17;"S";40;31;49;"W";NA;"Estação Biológica de Santa Lúcia";"Google Earth - Centro  geográfico da UC";NA;NA;NA;NA;"L. Kollmann";"et al";2896;NA;NA;28;4;2000;"Mata de encosta. Planta 30cm. Folhas avermelhadas  por baixo, verdes escuras por cima. Bracteas verde. Flores laranjas.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;2002-05-24;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"22/05/2000";NA;"MBML00005732";12468;"AD";"ACANTHACEAE";"Aphelandra";"margaritae";"E.Morren";NA;NA;NA;NA;NA;"L. Kollmann/05-12-2001";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;58;17;"S";40;31;49;"W";NA;"Estação Biológica de Santa Lúcia";"Google Earth - Centro  geográfico da UC";NA;NA;NA;NA;"V. Demuner";"et al";983;NA;NA;4;5;2000;"Subarbusto 30cm, bracteas verde, flores laranja, folha face dorsal de cor verde claro, face ventral escuro com listras brancas.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;2002-05-24;NA;NA;"RB";NA;NA;NA;2010-08-17;NA;TRUE
"22/05/2000";NA;"MBML00005740";12469;"AD";"ACANTHACEAE";"Aphelandra";"margaritae";"E.Morren";NA;NA;NA;NA;NA;"L. Kollmann/05-12-2001";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;58;17;"S";40;31;49;"W";NA;"Estação Biológica de Santa Lúcia";"Google Earth - Centro  geográfico da UC";NA;NA;NA;NA;"V. Demuner";"et al";982;NA;NA;4;5;2000;"Subarbusto 30cm, bracteas verde, flores laranja, folha face dorsal verde claro, face ventral verde escuro, sem listras.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;2002-05-24;NA;NA;"RB";NA;NA;NA;2010-08-17;NA;TRUE
"22/05/2000";NA;"MBML00005746";12470;"AD";"ACANTHACEAE";"Aphelandra";"margaritae";"E.Morren";NA;NA;NA;NA;NA;"L. Kollmann/05-12-2001";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;58;17;"S";40;31;49;"W";NA;"Estação Biológica de Santa Lúcia";"Google Earth - Centro  geográfico da UC";NA;NA;NA;NA;"V. Demuner";"et al";981;NA;NA;4;5;2000;"Subarbusto 30 cm, bracteas verde, flores laranja, folha face dorsal de cor vinho, face ventral verde escuro co pequenas listas brancas.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;2002-05-24;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"22/05/2000";NA;"MBML00005733";12471;"AD";"ACANTHACEAE";"Aphelandra";"margaritae";"E.Morren";NA;NA;NA;NA;NA;"L. Kollmann/05-12-2001";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;58;17;"S";40;31;49;"W";NA;"Estação Biológica de Santa Lúcia";"Google Earth - Centro  geográfico da UC";NA;NA;NA;NA;"V. Demuner";"et al";980;NA;NA;4;5;2000;"Subarbusto 30cm, bracteas de cor verde, flores laranja. Folha face dorsal de cor vinho, ventral de cor verde. Proximo a rilha.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;2002-05-24;NA;NA;"RB, R";NA;NA;NA;2010-08-17;NA;TRUE
"15/08/2001";NA;"MBML00005729";14074;"AD";"ACANTHACEAE";"Aphelandra";"margaritae";"E.Morren";NA;NA;NA;NA;NA;"L. Kollmann/05-12-2001";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;58;24;"S";40;35;38;"W";NA;"Valsugana Velha, Prop. A. Bringenti";"Google Earth - aproximação pela localidade próxima";NA;NA;NA;NA;"V. Demuner";"et al";1558;NA;NA;30;11;2000;"Arbustinho com flores alaranjadas, folha com face abaxial verde claro, face adaxial verde com listas brancas. Terreno íngrime, sombreado.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;2002-06-06;NA;NA;"RB";NA;NA;NA;2010-08-17;NA;TRUE
"11/12/2001";NA;"MBML00005745";15693;"AD";"ACANTHACEAE";"Aphelandra";"margaritae";"E.Morren";NA;NA;NA;NA;NA;"D.C. Wasshausen/Março-2002";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;54;27;"S";40;33;11;"W";NA;"Reserva Biológica Augusto Ruschi - Nova Lombardia";"Google Earth - Sede da UC";NA;NA;NA;NA;"L. Kollmann";"et al";4988;NA;NA;7;11;2001;"Planta 30cm. Flores laranjas. Folhas verdes escuras com listras mas cinzas.";NA;NA;NA;"AR";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;2002-06-06;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"12/12/2002";NA;"MBML00005748";18453;"AD";"ACANTHACEAE";"Aphelandra";"margaritae";"E.Morren";NA;NA;NA;NA;NA;"L. Kollmann/2002";NA;NA;"Brasil";"Espírito Santo";"Santa Maria de Jetibá";20;2;36;"S";40;41;50;"W";NA;"Belém";"Google Earth - aproximação pelo local da coleta";NA;NA;NA;NA;"L. Kollmann";"et al";5765;NA;NA;19;11;2002;"Terrestre na sombra. Flores laranjas. Folhas verdes com listras cinzas.";NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"07/01/2003";NA;"MBML00005716";18641;"AD";"ACANTHACEAE";"Aphelandra";"margaritae";"E.Morren";NA;NA;NA;NA;NA;"A. Indriunas/13-03-2014";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;54;27;"S";40;33;11;"W";NA;"Reserva Biológica Augusto Ruschi - Nova Lombardia";"Google Earth - Sede da UC";NA;NA;NA;NA;"R.R. Vervloet";"et al";1437;NA;NA;4;12;2002;"Herbácea com 50cm, flores laranja, fundo de vale, dossel 18m, altitude 780m.";NA;NA;NA;"AR";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"14/01/2003";NA;"MBML00005743";18974;"AD";"ACANTHACEAE";"Aphelandra";"margaritae";"E.Morren";NA;NA;NA;NA;NA;"Sheila R. Profice/21-01-2004";NA;NA;"Brasil";"Espírito Santo";"Santa Maria de Jetibá";19;58;55;"S";40;38;45;"W";NA;"Rio Nove";"Google Earth - aproximação pelo local da coleta";NA;NA;NA;NA;"L. Kollmann";NA;5847;NA;NA;16;12;2002;"Planta 1m, sombra. Flores laranjas, folhas verdes escuras, com listras cinzas. Face abaxial violácea.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;NA;NA;NA;"RB";NA;NA;NA;2010-08-17;NA;TRUE
"14/01/2003";NA;"MBML00005721";19069;"AD";"ACANTHACEAE";"Aphelandra";"margaritae";"E.Morren";NA;NA;NA;NA;NA;"L. Kollmann/31-05-2005";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;59;16;"S";43;50;48;"W";NA;"Reserva Biológica Augusto Ruschi - Nova Lombardia";"Google Earth - Sede da UC";NA;NA;NA;NA;"R.R. Vervloet";"et al";1628;NA;NA;7;1;2003;"Planta com 40cm, flores com sépalas verde, pétalas laranja, folhas pilosas de cor verde escuro com traços brancos, meia encosta, dossel 16m, altitude 820m.";NA;NA;NA;"AR";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"14/01/2003";NA;"MBML00005714";19447;"AD";"ACANTHACEAE";"Aphelandra";"margaritae";"E.Morren";NA;NA;NA;NA;NA;"A. Indriunas/13-03-2014";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;54;27;"S";40;33;11;"W";NA;"Reserva Biológica Augusto Ruschi - Nova Lombardia";"Google Earth - Sede da UC";NA;NA;NA;NA;"R.R. Vervloet";"et al";1687;NA;NA;21;1;2003;"Planta com 40cm, flores com sépalas verdes, pétalas laranjas, topo de morro, dossel 18m, altitude 880m.";NA;NA;NA;"AR";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"24/02/2003";NA;"MBML00005724";19734;"AD";"ACANTHACEAE";"Aphelandra";"margaritae";"E.Morren";NA;NA;NA;NA;NA;"A. P. Fontana/07-01-2003";NA;NA;"Brasil";"Espírito Santo";"Fundão";19;54;51;"S";40;28;20;"W";NA;"Goiapaba-Açu";"Google Earth - aproximação pela localidade próxima";NA;NA;NA;NA;"A. P. Fontana";"et al";456;NA;NA;31;12;2002;"Herbácea; flores laranjas.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"05/05/2003";NA;"MBML00005720";20289;"AD";"ACANTHACEAE";"Aphelandra";"margaritae";"E.Morren";NA;NA;NA;NA;NA;"L. Kollmann/31-05-2005";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;54;27;"S";40;33;11;"W";NA;"Reserva Biológica Augusto Ruschi - Nova Lombardia";"Google Earth - Sede da UC";NA;NA;NA;NA;"R.R. Vervloet";"et al";2132;NA;NA;3;4;2003;"Planta com 50cm, brácteas de cor verde, flores com cálice branco, corola laranja, folhas verde com listas brancas, topo de morro, dossel 19m.";NA;NA;NA;"AR";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"15/07/2003";NA;"MBML00005742";20950;"AD";"ACANTHACEAE";"Aphelandra";"margaritae";"E.Morren";NA;NA;NA;NA;NA;"A. P. Fontana/01-03-2003";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;55;52;"S";40;37;14;"W";NA;"São Lourenço";"Google Earth - aproximação pela localidade próxima";NA;NA;NA;NA;"A. P. Fontana";NA;507;NA;NA;1;3;2003;"Terrestre, flores laranjas.";NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"17/12/2003";NA;"MBML00005735";21589;"AD";"ACANTHACEAE";"Aphelandra";"margaritae";"E.Morren";NA;NA;NA;NA;"HUEFS";"L. Kollmann/31-05-2005";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;58;17;"S";40;31;49;"W";NA;"Estação Biológica de Santa Lúcia";"Google Earth - Centro  geográfico da UC";NA;NA;NA;NA;"R. P. Oliveira";"et al";845;NA;NA;11;4;2003;"Erva terrestre. Folhas fortemente discolores, a face abaxial vinácea e adaxial verde com estrias brancas. Flores com corola laranja intenso.";NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"14/06/2005";NA;"MBML00005722";23808;"AD";"ACANTHACEAE";"Aphelandra";"margaritae";"E.Morren";NA;NA;NA;NA;NA;"L. Kollmann/26-04-2005";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;49;14;"S";40;33;11;"W";NA;"Lombardia";"Google Earth - aproximação pelo local da coleta";NA;NA;NA;NA;"L. Kollmann";"et al";7503;NA;NA;11;3;2005;"Erva 40cm na sombra, flores laranjas.";NA;NA;NA;"AR*";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"14/06/2005";NA;"MBML00005723";23812;"AD";"ACANTHACEAE";"Aphelandra";"margaritae";"E.Morren";NA;NA;NA;NA;NA;"L. Kollmann/26-04-2005";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;55;20;"S";40;35;21;"W";NA;"Santo Antônio";"Google Earth - aproximação pela localidade próxima";NA;NA;NA;NA;"L. Kollmann";"et al";7495;NA;NA;25;2;2005;"Erva 20cm. Na sombra, flores laranajas.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"07/02/2008";NA;"MBML00005730";32656;"AD";"ACANTHACEAE";"Aphelandra";"margaritae";"E.Morren";NA;NA;NA;NA;NA;"L. Kollmann/06-11-2007";NA;NA;"Brasil";"Espírito Santo";"Itaguaçu";19;48;22;"S";40;46;20;"W";NA;"Alto Misterioso, mata divisa com Joacyr Demuner.";"Google Earth - aproximação pelo local da coleta";"855";NA;NA;NA;"L. Kollmann";"A. P. Fontana & Kaio A. Brahim";10120;NA;"06/11/2007";6;11;2007;"Erva 40cm na sombra. Flores laranjas, folhas listradas.";NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"22/06/2010";NA;"MBML00005718";39870;"AD";"ACANTHACEAE";"Aphelandra";"margaritae";"E.Morren";NA;NA;NA;NA;NA;"A. M. Assis & A. P. Fontana";NA;2006-05-30;"Brasil";"Espírito Santo";"Santa Leopoldina";20;2;44;"S";40;35;16;"W";NA;"Propriedade Família Balbino - Timbuí Seco";NA;NA;NA;NA;NA;"A. M. Assis";"A. P. Fontana, K. F. O. Faria, C. Esgario, Valdemar Pagung";1127;NA;"27/11/2005";27;11;2005;"Herbácea. Flores laranjas. Folha discolor. Floresta Ombrófila Densa Montana. Preservada. Encosta. Interior da Mata.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-09-14;NA;TRUE
NA;NA;"MBML00005764";718;"AD";"ACANTHACEAE";"Aphelandra";"maximiliana";"(Nees) Benth.";NA;NA;NA;NA;NA;"D. C. Wasshausen/1991";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;56;10;"S";40;30;25;"W";NA;"Saltinho";"Google Earth - aproximação pela localidade próxima";NA;NA;NA;NA;"H. Q. Boudet Fernandes";"W. Boone";1986;"FERNANDES, 1986";NA;21;5;1986;"Arbusto flexuoso 2m, brácteas e flores rosa-choque, ciófila, grotão, mata.";NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-15;NA;NA;"US, RB";NA;NA;NA;2010-08-17;NA;TRUE
NA;NA;"MBML00005767";1766;"AD";"ACANTHACEAE";"Aphelandra";"maximiliana";"(Nees) Benth.";NA;NA;NA;NA;NA;"D. C. Wasshausen/1991";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;55;11;"S";40;28;46;"W";NA;"Goiapaba-Açu";"Google Earth - aproximação pela localidade próxima";NA;NA;NA;NA;"W. Pizziolo";NA;111;"PIZZIOLO, W., 111";NA;30;5;1984;"Arbustinho de 2m, flor rosa.";NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-23;NA;NA;"US, RB";NA;NA;NA;2010-08-17;NA;TRUE
NA;NA;"MBML00005763";4087;"AD";"ACANTHACEAE";"Aphelandra";"maximiliana";"(Nees) Benth.";NA;NA;NA;NA;NA;"D. C. Wasshausen/1991";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;58;19;"S";40;30;45;"W";NA;"Santa Lúcia";"Google Earth - aproximação pela localidade próxima";NA;NA;NA;NA;"W. A. Hoffmann";NA;137;"HOFFMANN, 137";NA;12;6;1984;"Arbusto de +/- 15m, flor rosa, solo avermelhado, altitude de +/- 600m.";NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-23;NA;NA;"US, RB";NA;NA;NA;2010-08-17;NA;TRUE
NA;NA;"MBML00005755";5557;"AD";"ACANTHACEAE";"Aphelandra";"maximiliana";"(Nees) Benth.";NA;NA;NA;NA;NA;"D. C. Wasshausen/1991";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;58;17;"S";40;31;49;"W";NA;"Estação Biológica de Santa Lúcia";"Google Earth - Centro  geográfico da UC";NA;NA;NA;NA;"H. Q. Boudet Fernandes";"et al";2716;"FERNANDES, 2716";NA;12;4;1989;"Arbusto delgado 1,2m, brácteas avermelhadas, flores rosa choque, com ápice arroxeado, mata baixa, escarpa com solo raso. Semi-sombra, altitude 650m.";NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-23;NA;NA;"MO, US, RB";NA;NA;NA;2010-08-17;NA;TRUE
NA;NA;"MBML00005753";5558;"AD";"ACANTHACEAE";"Aphelandra";"maximiliana";"(Nees) Benth.";NA;NA;NA;NA;NA;NA;NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;58;17;"S";40;31;49;"W";NA;"Estação Biológica de Santa Lúcia";"Google Earth - Centro  geográfico da UC";NA;NA;NA;NA;"H. Q. Boudet Fernandes";"et al";2714;"FERNANDES, 2714";NA;12;4;1989;"Arbusto 1,8m, delgado, brácteas avermelhadas, flores rosa choque com ápice arroxeado, ciófila, mata alta fundo de grota.";NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-23;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
NA;NA;"MBML00005762";8661;"AD";"ACANTHACEAE";"Aphelandra";"maximiliana";"(Nees) Benth.";NA;NA;NA;NA;NA;"L. Kollmann/05-12-2001";NA;NA;"Brasil";"Espírito Santo";"Fundão";19;54;51;"S";40;28;20;"W";NA;"Goiapaba-Açu";"Google Earth - aproximação pela localidade próxima";NA;NA;NA;NA;"L. Kollmann";"E. Bausen";115;NA;NA;17;6;1998;"Planta herbácea 1m. Brácteas vermelhas, flores com a base vermelha, extremidade rósea.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-23;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"09/09/1999";NA;"MBML00005751";10391;"AD";"ACANTHACEAE";"Aphelandra";"maximiliana";"(Nees) Benth.";NA;NA;NA;NA;NA;"L. Kollmann/05-12-2001";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;58;17;"S";40;31;49;"W";NA;"Estação Biológica de Santa Lúcia";"Google Earth - Centro  geográfico da UC";NA;NA;NA;NA;"W. P. Lopes";"E. Bausen & W. Pizziolo";619;NA;NA;5;5;1999;"Arbusto 1m. Inflorescências rosadas. Flores de rosa na base a lilás não ápice.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;2002-05-23;NA;NA;"RB";NA;NA;NA;2010-08-17;NA;TRUE
"01/03/2000";NA;"MBML00005752";11963;"AD";"ACANTHACEAE";"Aphelandra";"maximiliana";"(Nees) Benth.";NA;NA;NA;NA;NA;NA;NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;58;17;"S";40;31;49;"W";NA;"Estação Biológica de Santa Lúcia";"Google Earth - Centro  geográfico da UC";NA;NA;NA;NA;"Cintia C. Chamas";"et al";162;NA;NA;27;5;1994;"Caule prostrado (3m), com ramificação vertical, folha verde com indumento branco, flor rósea, serrapilheira, sombra, altitude aprox. 650m.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;2002-05-24;NA;NA;"RB";NA;NA;NA;2010-08-17;NA;TRUE
"25/09/2001";NA;"MBML00005754";14719;"AD";"ACANTHACEAE";"Aphelandra";"maximiliana";"(Nees) Benth.";NA;NA;NA;NA;NA;"L. Kollmann/05-12-2001";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;58;17;"S";40;31;49;"W";NA;"Estação Biológica de Santa Lúcia";"Google Earth - Centro  geográfico da UC";NA;NA;NA;NA;"L. Kollmann";"et al";4111;NA;NA;10;7;2001;"Arbusto no sol. Brácteas e flores avermelhadas. Ápice da corola lilás.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;2002-06-06;NA;NA;"RB";NA;NA;NA;2010-08-17;NA;TRUE
"10/08/2005";NA;"MBML00005758";24271;"AD";"ACANTHACEAE";"Aphelandra";"maximiliana";"(Nees) Benth.";NA;NA;NA;NA;NA;"L. Kollmann/2006";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;56;10;"S";40;30;25;"W";NA;"Rio Saltinho";"Google Earth - aproximação pela localidade próxima";NA;NA;NA;NA;"L. Kollmann";"et al";7777;NA;NA;13;5;2005;"Erva 1,2m. Na meia sombra, brácteas avermelhadas, corola vermelha e ápice rosa.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
